scenario,policy,retry,clones,capacity,requests,attempts,reliance_filter,hidden_control,reserve_repair,metric,mean,normal95_low,normal95_high,replicates
19,group_first,reroll,1,3.0,12,3,all,False,True,reservation_failures,30.57,30.242437712608407,30.897562287391594,100
19,group_first,reroll,1,3.0,12,3,all,False,True,retry_attempts,21.76,21.42556201462662,22.094437985373382,100
19,group_first,reroll,1,3.0,12,3,all,False,True,refuse_actors,1.6,1.380644101741006,1.8193558982589941,100
19,group_first,reroll,1,3.0,12,3,all,False,True,repaired_reliances,1.35,1.21531188289649,1.4846881171035102,100
19,group_first,reroll,1,3.0,12,3,all,False,True,pending_repairs,0.06,0.01321808171111536,0.10678191828888464,100
19,group_first,reroll,1,3.0,12,3,all,False,True,unnoticed_affected_reliances,0.03,-0.003603535167561997,0.063603535167562,100
19,group_first,reroll,1,3.0,12,3,all,False,True,full_effort_completed_panels,0.7,0.5708267157120429,0.829173284287957,100
19,group_first,reroll,1,3.0,12,3,all,False,True,true_independent_completed_panels,1.44,1.2816240810060704,1.5983759189939295,100
19,group_first,reroll,1,3.0,12,3,all,False,True,total_hours,7.370700000000001,7.197941421046069,7.543458578953933,100
20,group_first,reroll,1,8.0,12,3,all,False,False,completed_requests,6.82,6.480655233865277,7.159344766134724,100
20,group_first,reroll,1,8.0,12,3,all,False,False,unresolved_requests,5.18,4.840655233865276,5.519344766134723,100
20,group_first,reroll,1,8.0,12,3,all,False,False,relied_requests,6.82,6.480655233865277,7.159344766134724,100
20,group_first,reroll,1,8.0,12,3,all,False,False,reservation_failures,11.34,10.590297897276336,12.089702102723663,100
20,group_first,reroll,1,8.0,12,3,all,False,False,retry_attempts,14.43,13.677696331461178,15.182303668538822,100
20,group_first,reroll,1,8.0,12,3,all,False,False,refuse_actors,7.68,7.183310391418617,8.176689608581382,100
20,group_first,reroll,1,8.0,12,3,all,False,False,repaired_reliances,0,0.0,0.0,100
20,group_first,reroll,1,8.0,12,3,all,False,False,pending_repairs,3.47,3.3379890362679885,3.602010963732012,100
20,group_first,reroll,1,8.0,12,3,all,False,False,unnoticed_affected_reliances,3.35,3.0507671087057386,3.6492328912942615,100
20,group_first,reroll,1,8.0,12,3,all,False,False,full_effort_completed_panels,2.11,1.9275445636254531,2.2924554363745466,100
20,group_first,reroll,1,8.0,12,3,all,False,False,true_independent_completed_panels,6.82,6.480655233865277,7.159344766134724,100
20,group_first,reroll,1,8.0,12,3,all,False,False,total_hours,19.476100000000002,19.272402653432536,19.67979734656747,100
21,group_first,reroll,1,8.0,12,3,all,False,True,completed_requests,5.88,5.543065138927328,6.216934861072672,100
21,group_first,reroll,1,8.0,12,3,all,False,True,unresolved_requests,6.12,5.783065138927328,6.456934861072672,100
21,group_first,reroll,1,8.0,12,3,all,False,True,relied_requests,5.88,5.543065138927328,6.216934861072672,100
21,group_first,reroll,1,8.0,12,3,all,False,True,reservation_failures,14.49,13.759022739095398,15.220977260904602,100
21,group_first,reroll,1,8.0,12,3,all,False,True,retry_attempts,15.66,14.940944678095214,16.379055321904787,100
21,group_first,reroll,1,8.0,12,3,all,False,True,refuse_actors,6.79,6.311280058674988,7.268719941325012,100
21,group_first,reroll,1,8.0,12,3,all,False,True,repaired_reliances,1.99,1.9704,2.0096,100
21,group_first,reroll,1,8.0,12,3,all,False,True,pending_repairs,1.45,1.318224402559472,1.5817755974405279,100
21,group_first,reroll,1,8.0,12,3,all,False,True,unnoticed_affected_reliances,2.44,2.154103461533598,2.725896538466402,100
21,group_first,reroll,1,8.0,12,3,all,False,True,full_effort_completed_panels,1.95,1.7729851344483671,2.1270148655516325,100
21,group_first,reroll,1,8.0,12,3,all,False,True,true_independent_completed_panels,5.88,5.543065138927328,6.216934861072672,100
21,group_first,reroll,1,8.0,12,3,all,False,True,total_hours,19.5867,19.423019212255912,19.75038078774409,100
22,group_first,reroll,1,20.0,12,3,all,False,False,completed_requests,10.55,10.344575089291991,10.75542491070801,100
22,group_first,reroll,1,20.0,12,3,all,False,False,unresolved_requests,1.45,1.2445750892919898,1.6554249107080101,100
22,group_first,reroll,1,20.0,12,3,all,False,False,relied_requests,10.55,10.344575089291991,10.75542491070801,100
22,group_first,reroll,1,20.0,12,3,all,False,False,reservation_failures,0,0.0,0.0,100
22,group_first,reroll,1,20.0,12,3,all,False,False,retry_attempts,8.77,8.21085061572117,9.329149384278828,100
22,group_first,reroll,1,20.0,12,3,all,False,False,refuse_actors,9.37,8.712135771583297,10.027864228416702,100
22,group_first,reroll,1,20.0,12,3,all,False,False,repaired_reliances,3.48,3.3508868102881206,3.6091131897118793,100
22,group_first,reroll,1,20.0,12,3,all,False,False,pending_repairs,0,0.0,0.0,100
22,group_first,reroll,1,20.0,12,3,all,False,False,unnoticed_affected_reliances,7.07,6.902259695669259,7.237740304330742,100
22,group_first,reroll,1,20.0,12,3,all,False,False,full_effort_completed_panels,2.63,2.4148323895051567,2.845167610494843,100
22,group_first,reroll,1,20.0,12,3,all,False,False,true_independent_completed_panels,10.55,10.344575089291991,10.75542491070801,100
22,group_first,reroll,1,20.0,12,3,all,False,False,total_hours,29.7839,29.39737546934689,30.170424530653108,100
23,group_first,reroll,1,20.0,12,3,all,False,True,completed_requests,10.55,10.344575089291991,10.75542491070801,100
23,group_first,reroll,1,20.0,12,3,all,False,True,unresolved_requests,1.45,1.2445750892919898,1.6554249107080101,100
23,group_first,reroll,1,20.0,12,3,all,False,True,relied_requests,10.55,10.344575089291991,10.75542491070801,100
23,group_first,reroll,1,20.0,12,3,all,False,True,reservation_failures,0,0.0,0.0,100
23,group_first,reroll,1,20.0,12,3,all,False,True,retry_attempts,8.77,8.21085061572117,9.329149384278828,100
23,group_first,reroll,1,20.0,12,3,all,False,True,refuse_actors,9.37,8.712135771583297,10.027864228416702,100
23,group_first,reroll,1,20.0,12,3,all,False,True,repaired_reliances,3.48,3.3508868102881206,3.6091131897118793,100
23,group_first,reroll,1,20.0,12,3,all,False,True,pending_repairs,0,0.0,0.0,100
23,group_first,reroll,1,20.0,12,3,all,False,True,unnoticed_affected_reliances,7.07,6.902259695669259,7.237740304330742,100
23,group_first,reroll,1,20.0,12,3,all,False,True,full_effort_completed_panels,2.63,2.4148323895051567,2.845167610494843,100
23,group_first,reroll,1,20.0,12,3,all,False,True,true_independent_completed_panels,10.55,10.344575089291991,10.75542491070801,100
23,group_first,reroll,1,20.0,12,3,all,False,True,total_hours,29.7839,29.39737546934689,30.170424530653108,100
24,group_first,reroll,10,3.0,12,3,all,False,False,completed_requests,2.09,1.8908672581193917,2.289132741880608,100
24,group_first,reroll,10,3.0,12,3,all,False,False,unresolved_requests,9.91,9.710867258119393,10.109132741880607,100
24,group_first,reroll,10,3.0,12,3,all,False,False,relied_requests,2.09,1.8908672581193917,2.289132741880608,100
24,group_first,reroll,10,3.0,12,3,all,False,False,reservation_failures,28.01,27.590740626072282,28.42925937392772,100
24,group_first,reroll,10,3.0,12,3,all,False,False,retry_attempts,20.86,20.43201566346041,21.287984336539587,100
24,group_first,reroll,10,3.0,12,3,all,False,False,refuse_actors,2.54,2.2459406120587824,2.8340593879412177,100
24,group_first,reroll,10,3.0,12,3,all,False,False,repaired_reliances,0,0.0,0.0,100
24,group_first,reroll,10,3.0,12,3,all,False,False,pending_repairs,2,1.8069925421444062,2.1930074578555936,100
24,group_first,reroll,10,3.0,12,3,all,False,False,unnoticed_affected_reliances,0.09,0.027118112964290605,0.15288188703570937,100
24,group_first,reroll,10,3.0,12,3,all,False,False,full_effort_completed_panels,0.95,0.8042426258427653,1.0957573741572346,100
24,group_first,reroll,10,3.0,12,3,all,False,False,true_independent_completed_panels,2.09,1.8908672581193917,2.289132741880608,100
24,group_first,reroll,10,3.0,12,3,all,False,False,total_hours,8.0607,7.963558935894675,8.157841064105327,100
25,group_first,reroll,10,3.0,12,3,all,False,True,completed_requests,1.44,1.2816240810060704,1.5983759189939295,100
25,group_first,reroll,10,3.0,12,3,all,False,True,unresolved_requests,10.56,10.401624081006071,10.71837591899393,100
25,group_first,reroll,10,3.0,12,3,all,False,True,relied_requests,1.44,1.2816240810060704,1.5983759189939295,100
25,group_first,reroll,10,3.0,12,3,all,False,True,reservation_failures,30.57,30.242437712608407,30.897562287391594,100
25,group_first,reroll,10,3.0,12,3,all,False,True,retry_attempts,21.76,21.42556201462662,22.094437985373382,100
25,group_first,reroll,10,3.0,12,3,all,False,True,refuse_actors,1.6,1.380644101741006,1.8193558982589941,100
25,group_first,reroll,10,3.0,12,3,all,False,True,repaired_reliances,1.35,1.21531188289649,1.4846881171035102,100
25,group_first,reroll,10,3.0,12,3,all,False,True,pending_repairs,0.06,0.01321808171111536,0.10678191828888464,100
25,group_first,reroll,10,3.0,12,3,all,False,True,unnoticed_affected_reliances,0.03,-0.003603535167561997,0.063603535167562,100
25,group_first,reroll,10,3.0,12,3,all,False,True,full_effort_completed_panels,0.7,0.5708267157120429,0.829173284287957,100
25,group_first,reroll,10,3.0,12,3,all,False,True,true_independent_completed_panels,1.44,1.2816240810060704,1.5983759189939295,100
25,group_first,reroll,10,3.0,12,3,all,False,True,total_hours,7.370700000000001,7.197941421046069,7.543458578953933,100
26,group_first,reroll,10,8.0,12,3,all,False,False,completed_requests,6.82,6.480655233865277,7.159344766134724,100
26,group_first,reroll,10,8.0,12,3,all,False,False,unresolved_requests,5.18,4.840655233865276,5.519344766134723,100
26,group_first,reroll,10,8.0,12,3,all,False,False,relied_requests,6.82,6.480655233865277,7.159344766134724,100
26,group_first,reroll,10,8.0,12,3,all,False,False,reservation_failures,11.34,10.590297897276336,12.089702102723663,100
26,group_first,reroll,10,8.0,12,3,all,False,False,retry_attempts,14.43,13.677696331461178,15.182303668538822,100
26,group_first,reroll,10,8.0,12,3,all,False,False,refuse_actors,7.68,7.183310391418617,8.176689608581382,100
26,group_first,reroll,10,8.0,12,3,all,False,False,repaired_reliances,0,0.0,0.0,100
26,group_first,reroll,10,8.0,12,3,all,False,False,pending_repairs,3.47,3.3379890362679885,3.602010963732012,100
26,group_first,reroll,10,8.0,12,3,all,False,False,unnoticed_affected_reliances,3.35,3.0507671087057386,3.6492328912942615,100
26,group_first,reroll,10,8.0,12,3,all,False,False,full_effort_completed_panels,2.11,1.9275445636254531,2.2924554363745466,100
26,group_first,reroll,10,8.0,12,3,all,False,False,true_independent_completed_panels,6.82,6.480655233865277,7.159344766134724,100
26,group_first,reroll,10,8.0,12,3,all,False,False,total_hours,19.476100000000002,19.272402653432536,19.67979734656747,100
27,group_first,reroll,10,8.0,12,3,all,False,True,completed_requests,5.88,5.543065138927328,6.216934861072672,100
27,group_first,reroll,10,8.0,12,3,all,False,True,unresolved_requests,6.12,5.783065138927328,6.456934861072672,100
27,group_first,reroll,10,8.0,12,3,all,False,True,relied_requests,5.88,5.543065138927328,6.216934861072672,100
27,group_first,reroll,10,8.0,12,3,all,False,True,reservation_failures,14.49,13.759022739095398,15.220977260904602,100
27,group_first,reroll,10,8.0,12,3,all,False,True,retry_attempts,15.66,14.940944678095214,16.379055321904787,100
27,group_first,reroll,10,8.0,12,3,all,False,True,refuse_actors,6.79,6.311280058674988,7.268719941325012,100
27,group_first,reroll,10,8.0,12,3,all,False,True,repaired_reliances,1.99,1.9704,2.0096,100
27,group_first,reroll,10,8.0,12,3,all,False,True,pending_repairs,1.45,1.318224402559472,1.5817755974405279,100
27,group_first,reroll,10,8.0,12,3,all,False,True,unnoticed_affected_reliances,2.44,2.154103461533598,2.725896538466402,100
27,group_first,reroll,10,8.0,12,3,all,False,True,full_effort_completed_panels,1.95,1.7729851344483671,2.1270148655516325,100
27,group_first,reroll,10,8.0,12,3,all,False,True,true_independent_completed_panels,5.88,5.543065138927328,6.216934861072672,100
27,group_first,reroll,10,8.0,12,3,all,False,True,total_hours,19.5867,19.423019212255912,19.75038078774409,100
28,group_first,reroll,10,20.0,12,3,all,False,False,completed_requests,10.55,10.344575089291991,10.75542491070801,100
28,group_first,reroll,10,20.0,12,3,all,False,False,unresolved_requests,1.45,1.2445750892919898,1.6554249107080101,100
28,group_first,reroll,10,20.0,12,3,all,False,False,relied_requests,10.55,10.344575089291991,10.75542491070801,100
28,group_first,reroll,10,20.0,12,3,all,False,False,reservation_failures,0,0.0,0.0,100
28,group_first,reroll,10,20.0,12,3,all,False,False,retry_attempts,8.77,8.21085061572117,9.329149384278828,100
28,group_first,reroll,10,20.0,12,3,all,False,False,refuse_actors,9.37,8.712135771583297,10.027864228416702,100
28,group_first,reroll,10,20.0,12,3,all,False,False,repaired_reliances,3.48,3.3508868102881206,3.6091131897118793,100
28,group_first,reroll,10,20.0,12,3,all,False,False,pending_repairs,0,0.0,0.0,100
28,group_first,reroll,10,20.0,12,3,all,False,False,unnoticed_affected_reliances,7.07,6.902259695669259,7.237740304330742,100
28,group_first,reroll,10,20.0,12,3,all,False,False,full_effort_completed_panels,2.63,2.4148323895051567,2.845167610494843,100
28,group_first,reroll,10,20.0,12,3,all,False,False,true_independent_completed_panels,10.55,10.344575089291991,10.75542491070801,100
28,group_first,reroll,10,20.0,12,3,all,False,False,total_hours,29.7839,29.39737546934689,30.170424530653108,100
29,group_first,reroll,10,20.0,12,3,all,False,True,completed_requests,10.55,10.344575089291991,10.75542491070801,100
29,group_first,reroll,10,20.0,12,3,all,False,True,unresolved_requests,1.45,1.2445750892919898,1.6554249107080101,100
29,group_first,reroll,10,20.0,12,3,all,False,True,relied_requests,10.55,10.344575089291991,10.75542491070801,100
29,group_first,reroll,10,20.0,12,3,all,False,True,reservation_failures,0,0.0,0.0,100
29,group_first,reroll,10,20.0,12,3,all,False,True,retry_attempts,8.77,8.21085061572117,9.329149384278828,100
29,group_first,reroll,10,20.0,12,3,all,False,True,refuse_actors,9.37,8.712135771583297,10.027864228416702,100
29,group_first,reroll,10,20.0,12,3,all,False,True,repaired_reliances,3.48,3.3508868102881206,3.6091131897118793,100
29,group_first,reroll,10,20.0,12,3,all,False,True,pending_repairs,0,0.0,0.0,100
29,group_first,reroll,10,20.0,12,3,all,False,True,unnoticed_affected_reliances,7.07,6.902259695669259,7.237740304330742,100
29,group_first,reroll,10,20.0,12,3,all,False,True,full_effort_completed_panels,2.63,2.4148323895051567,2.845167610494843,100
29,group_first,reroll,10,20.0,12,3,all,False,True,true_independent_completed_panels,10.55,10.344575089291991,10.75542491070801,100
29,group_first,reroll,10,20.0,12,3,all,False,True,total_hours,29.7839,29.39737546934689,30.170424530653108,100
30,group_first,reroll,100,3.0,12,3,all,False,False,completed_requests,2.09,1.8908672581193917,2.289132741880608,100
30,group_first,reroll,100,3.0,12,3,all,False,False,unresolved_requests,9.91,9.710867258119393,10.109132741880607,100
30,group_first,reroll,100,3.0,12,3,all,False,False,relied_requests,2.09,1.8908672581193917,2.289132741880608,100
30,group_first,reroll,100,3.0,12,3,all,False,False,reservation_failures,28.01,27.590740626072282,28.42925937392772,100
30,group_first,reroll,100,3.0,12,3,all,False,False,retry_attempts,20.86,20.43201566346041,21.287984336539587,100
30,group_first,reroll,100,3.0,12,3,all,False,False,refuse_actors,2.54,2.2459406120587824,2.8340593879412177,100
30,group_first,reroll,100,3.0,12,3,all,False,False,repaired_reliances,0,0.0,0.0,100
30,group_first,reroll,100,3.0,12,3,all,False,False,pending_repairs,2,1.8069925421444062,2.1930074578555936,100
30,group_first,reroll,100,3.0,12,3,all,False,False,unnoticed_affected_reliances,0.09,0.027118112964290605,0.15288188703570937,100
30,group_first,reroll,100,3.0,12,3,all,False,False,full_effort_completed_panels,0.95,0.8042426258427653,1.0957573741572346,100
30,group_first,reroll,100,3.0,12,3,all,False,False,true_independent_completed_panels,2.09,1.8908672581193917,2.289132741880608,100
30,group_first,reroll,100,3.0,12,3,all,False,False,total_hours,8.0607,7.963558935894675,8.157841064105327,100
31,group_first,reroll,100,3.0,12,3,all,False,True,completed_requests,1.44,1.2816240810060704,1.5983759189939295,100
31,group_first,reroll,100,3.0,12,3,all,False,True,unresolved_requests,10.56,10.401624081006071,10.71837591899393,100
31,group_first,reroll,100,3.0,12,3,all,False,True,relied_requests,1.44,1.2816240810060704,1.5983759189939295,100
31,group_first,reroll,100,3.0,12,3,all,False,True,reservation_failures,30.57,30.242437712608407,30.897562287391594,100
31,group_first,reroll,100,3.0,12,3,all,False,True,retry_attempts,21.76,21.42556201462662,22.094437985373382,100
31,group_first,reroll,100,3.0,12,3,all,False,True,refuse_actors,1.6,1.380644101741006,1.8193558982589941,100
31,group_first,reroll,100,3.0,12,3,all,False,True,repaired_reliances,1.35,1.21531188289649,1.4846881171035102,100
31,group_first,reroll,100,3.0,12,3,all,False,True,pending_repairs,0.06,0.01321808171111536,0.10678191828888464,100
31,group_first,reroll,100,3.0,12,3,all,False,True,unnoticed_affected_reliances,0.03,-0.003603535167561997,0.063603535167562,100
31,group_first,reroll,100,3.0,12,3,all,False,True,full_effort_completed_panels,0.7,0.5708267157120429,0.829173284287957,100
31,group_first,reroll,100,3.0,12,3,all,False,True,true_independent_completed_panels,1.44,1.2816240810060704,1.5983759189939295,100
31,group_first,reroll,100,3.0,12,3,all,False,True,total_hours,7.370700000000001,7.197941421046069,7.543458578953933,100
32,group_first,reroll,100,8.0,12,3,all,False,False,completed_requests,6.82,6.480655233865277,7.159344766134724,100
32,group_first,reroll,100,8.0,12,3,all,False,False,unresolved_requests,5.18,4.840655233865276,5.519344766134723,100
32,group_first,reroll,100,8.0,12,3,all,False,False,relied_requests,6.82,6.480655233865277,7.159344766134724,100
32,group_first,reroll,100,8.0,12,3,all,False,False,reservation_failures,11.34,10.590297897276336,12.089702102723663,100
32,group_first,reroll,100,8.0,12,3,all,False,False,retry_attempts,14.43,13.677696331461178,15.182303668538822,100
32,group_first,reroll,100,8.0,12,3,all,False,False,refuse_actors,7.68,7.183310391418617,8.176689608581382,100
32,group_first,reroll,100,8.0,12,3,all,False,False,repaired_reliances,0,0.0,0.0,100
32,group_first,reroll,100,8.0,12,3,all,False,False,pending_repairs,3.47,3.3379890362679885,3.602010963732012,100
32,group_first,reroll,100,8.0,12,3,all,False,False,unnoticed_affected_reliances,3.35,3.0507671087057386,3.6492328912942615,100
32,group_first,reroll,100,8.0,12,3,all,False,False,full_effort_completed_panels,2.11,1.9275445636254531,2.2924554363745466,100
32,group_first,reroll,100,8.0,12,3,all,False,False,true_independent_completed_panels,6.82,6.480655233865277,7.159344766134724,100
32,group_first,reroll,100,8.0,12,3,all,False,False,total_hours,19.476100000000002,19.272402653432536,19.67979734656747,100
33,group_first,reroll,100,8.0,12,3,all,False,True,completed_requests,5.88,5.543065138927328,6.216934861072672,100
33,group_first,reroll,100,8.0,12,3,all,False,True,unresolved_requests,6.12,5.783065138927328,6.456934861072672,100
33,group_first,reroll,100,8.0,12,3,all,False,True,relied_requests,5.88,5.543065138927328,6.216934861072672,100
33,group_first,reroll,100,8.0,12,3,all,False,True,reservation_failures,14.49,13.759022739095398,15.220977260904602,100
33,group_first,reroll,100,8.0,12,3,all,False,True,retry_attempts,15.66,14.940944678095214,16.379055321904787,100
33,group_first,reroll,100,8.0,12,3,all,False,True,refuse_actors,6.79,6.311280058674988,7.268719941325012,100
33,group_first,reroll,100,8.0,12,3,all,False,True,repaired_reliances,1.99,1.9704,2.0096,100
33,group_first,reroll,100,8.0,12,3,all,False,True,pending_repairs,1.45,1.318224402559472,1.5817755974405279,100
33,group_first,reroll,100,8.0,12,3,all,False,True,unnoticed_affected_reliances,2.44,2.154103461533598,2.725896538466402,100
33,group_first,reroll,100,8.0,12,3,all,False,True,full_effort_completed_panels,1.95,1.7729851344483671,2.1270148655516325,100
33,group_first,reroll,100,8.0,12,3,all,False,True,true_independent_completed_panels,5.88,5.543065138927328,6.216934861072672,100
33,group_first,reroll,100,8.0,12,3,all,False,True,total_hours,19.5867,19.423019212255912,19.75038078774409,100
34,group_first,reroll,100,20.0,12,3,all,False,False,completed_requests,10.55,10.344575089291991,10.75542491070801,100
34,group_first,reroll,100,20.0,12,3,all,False,False,unresolved_requests,1.45,1.2445750892919898,1.6554249107080101,100
34,group_first,reroll,100,20.0,12,3,all,False,False,relied_requests,10.55,10.344575089291991,10.75542491070801,100
34,group_first,reroll,100,20.0,12,3,all,False,False,reservation_failures,0,0.0,0.0,100
34,group_first,reroll,100,20.0,12,3,all,False,False,retry_attempts,8.77,8.21085061572117,9.329149384278828,100
34,group_first,reroll,100,20.0,12,3,all,False,False,refuse_actors,9.37,8.712135771583297,10.027864228416702,100
34,group_first,reroll,100,20.0,12,3,all,False,False,repaired_reliances,3.48,3.3508868102881206,3.6091131897118793,100
34,group_first,reroll,100,20.0,12,3,all,False,False,pending_repairs,0,0.0,0.0,100
34,group_first,reroll,100,20.0,12,3,all,False,False,unnoticed_affected_reliances,7.07,6.902259695669259,7.237740304330742,100
34,group_first,reroll,100,20.0,12,3,all,False,False,full_effort_completed_panels,2.63,2.4148323895051567,2.845167610494843,100
34,group_first,reroll,100,20.0,12,3,all,False,False,true_independent_completed_panels,10.55,10.344575089291991,10.75542491070801,100
34,group_first,reroll,100,20.0,12,3,all,False,False,total_hours,29.7839,29.39737546934689,30.170424530653108,100
35,group_first,reroll,100,20.0,12,3,all,False,True,completed_requests,10.55,10.344575089291991,10.75542491070801,100
35,group_first,reroll,100,20.0,12,3,all,False,True,unresolved_requests,1.45,1.2445750892919898,1.6554249107080101,100
35,group_first,reroll,100,20.0,12,3,all,False,True,relied_requests,10.55,10.344575089291991,10.75542491070801,100
35,group_first,reroll,100,20.0,12,3,all,False,True,reservation_failures,0,0.0,0.0,100
35,group_first,reroll,100,20.0,12,3,all,False,True,retry_attempts,8.77,8.21085061572117,9.329149384278828,100
35,group_first,reroll,100,20.0,12,3,all,False,True,refuse_actors,9.37,8.712135771583297,10.027864228416702,100
35,group_first,reroll,100,20.0,12,3,all,False,True,repaired_reliances,3.48,3.3508868102881206,3.6091131897118793,100
35,group_first,reroll,100,20.0,12,3,all,False,True,pending_repairs,0,0.0,0.0,100
35,group_first,reroll,100,20.0,12,3,all,False,True,unnoticed_affected_reliances,7.07,6.902259695669259,7.237740304330742,100
35,group_first,reroll,100,20.0,12,3,all,False,True,full_effort_completed_panels,2.63,2.4148323895051567,2.845167610494843,100
35,group_first,reroll,100,20.0,12,3,all,False,True,true_independent_completed_panels,10.55,10.344575089291991,10.75542491070801,100
35,group_first,reroll,100,20.0,12,3,all,False,True,total_hours,29.7839,29.39737546934689,30.170424530653108,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,completed_requests,2,1.7523906628610628,2.247609337138937,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,unresolved_requests,10,9.752390662861062,10.247609337138938,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,relied_requests,2,1.7523906628610628,2.247609337138937,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,reservation_failures,27.41,26.89024058556974,27.92975941443026,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,retry_attempts,20.74,20.228879347300303,21.251120652699694,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,refuse_actors,3.1,2.7226264075444226,3.4773735924555775,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,repaired_reliances,0.01,-0.0096,0.0296,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,pending_repairs,1.72,1.5132476580323915,1.9267523419676085,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,unnoticed_affected_reliances,0.27,0.16630525762624418,0.3736947423737559,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,full_effort_completed_panels,0.62,0.4758353578702321,0.7641646421297679,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,true_independent_completed_panels,2,1.7523906628610628,2.247609337138937,100
36,naive,fixed_panel,1,3.0,12,3,all,False,False,total_hours,8.191300000000002,8.077649135778284,8.30495086422172,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,completed_requests,1.39,1.2230945758638725,1.5569054241361273,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,unresolved_requests,10.61,10.443094575863872,10.776905424136126,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,relied_requests,1.39,1.2230945758638725,1.5569054241361273,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,reservation_failures,30.19,29.835756600255383,30.54424339974462,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,retry_attempts,21.51,21.160387576209473,21.85961242379053,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,refuse_actors,1.77,1.5148955975260008,2.0251044024739993,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,repaired_reliances,1.17,1.0333668274598593,1.3066331725401406,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,pending_repairs,0.06,0.01321808171111536,0.10678191828888464,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,unnoticed_affected_reliances,0.16,0.0777356417002804,0.2422643582997196,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,full_effort_completed_panels,0.53,0.3950815974244605,0.6649184025755396,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,true_independent_completed_panels,1.39,1.2230945758638725,1.5569054241361273,100
37,naive,fixed_panel,1,3.0,12,3,all,False,True,total_hours,7.199200000000001,7.030933385133755,7.367466614866247,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,completed_requests,6.03,5.64960001699434,6.410399983005661,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,unresolved_requests,5.97,5.589600016994339,6.35039998300566,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,relied_requests,6.03,5.64960001699434,6.410399983005661,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,reservation_failures,11.99,11.043847088617717,12.936152911382283,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,retry_attempts,14.87,14.092633161489273,15.647366838510726,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,refuse_actors,8.43,7.775921697456194,9.084078302543805,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,repaired_reliances,0.11,0.03684894278469264,0.18315105721530736,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,pending_repairs,2.99,2.810546738309628,3.1694532616903723,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,unnoticed_affected_reliances,2.93,2.613278790024279,3.2467212099757212,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,full_effort_completed_panels,1.35,1.1179642138363006,1.5820357861636996,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,true_independent_completed_panels,6.03,5.64960001699434,6.410399983005661,100
38,naive,fixed_panel,1,8.0,12,3,all,False,False,total_hours,18.710900000000002,18.312073981980195,19.10972601801981,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,completed_requests,5.32,4.957971649081613,5.6820283509183875,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,unresolved_requests,6.68,6.3179716490816125,7.042028350918387,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,relied_requests,5.32,4.957971649081613,5.6820283509183875,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,reservation_failures,14.57,13.711236546956714,15.428763453043286,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,retry_attempts,15.82,15.084321242702092,16.55567875729791,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,refuse_actors,7.55,6.980181776282288,8.119818223717711,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,repaired_reliances,1.98,1.9118753845344927,2.048124615465507,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,pending_repairs,1.07,0.919320724582297,1.2206792754177032,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,unnoticed_affected_reliances,2.27,1.9833782388941936,2.5566217611058066,100
39,naive,fixed_panel,1,8.0,12,3,all,False,True,full_effort_completed_panels,1.24,1.0222063844142832,1.4577936155857167,100
