groups,beta,chi,exploration,initial,local_eigenvalue,max_share,hhi,residual_inf
4,12,1,0.3,near_uniform,1.0999999999999996,0.7745244954492102,0.6168345951016644,3.885780586188048e-15
4,12,1,0.3,concentrated,1.0999999999999996,0.7745244954492156,0.6168345951016725,1.5543122344752192e-15
4,20,1,0.3,near_uniform,2.5,0.7749982537127241,0.6174975552018797,3.1086244689504383e-15
4,20,1,0.3,concentrated,2.5,0.7749982537127296,0.6174975552018878,2.3314683517128287e-15
8,1,0,0,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,1,0,0,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,2,0,0,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,2,0,0,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,3,0,0,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,3,0,0,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,4,0,0,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,4,0,0,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,6,0,0,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,6,0,0,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,8,0,0,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,8,0,0,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,12,0,0,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,12,0,0,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,20,0,0,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,20,0,0,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,1,0,0.1,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,1,0,0.1,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,2,0,0.1,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,2,0,0.1,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,3,0,0.1,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,3,0,0.1,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,4,0,0.1,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,4,0,0.1,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,6,0,0.1,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,6,0,0.1,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,8,0,0.1,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,8,0,0.1,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,12,0,0.1,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,12,0,0.1,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,20,0,0.1,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,20,0,0.1,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,1,0,0.3,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,1,0,0.3,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,2,0,0.3,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,2,0,0.3,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,3,0,0.3,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,3,0,0.3,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,4,0,0.3,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,4,0,0.3,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,6,0,0.3,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,6,0,0.3,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,8,0,0.3,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,8,0,0.3,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,12,0,0.3,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,12,0,0.3,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,20,0,0.3,near_uniform,-1.0,0.12500000000000033,0.125,3.3306690738754696e-16
8,20,0,0.3,concentrated,-1.0,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,1,0.5,0,near_uniform,-0.9375,0.12500000000000033,0.1249999999999995,3.191891195797325e-16
8,1,0.5,0,concentrated,-0.9375,0.12500000000000033,0.1249999999999995,3.191891195797325e-16
8,2,0.5,0,near_uniform,-0.875,0.12500000000000103,0.12499999999999967,8.604228440844963e-16
8,2,0.5,0,concentrated,-0.875,0.12500000000000103,0.12499999999999967,8.604228440844963e-16
8,3,0.5,0,near_uniform,-0.8125,0.12500000000000103,0.12499999999999967,8.049116928532385e-16
8,3,0.5,0,concentrated,-0.8125,0.12500000000000103,0.12499999999999967,8.049116928532385e-16
8,4,0.5,0,near_uniform,-0.75,0.12500000000000103,0.12499999999999967,7.216449660063518e-16
8,4,0.5,0,concentrated,-0.75,0.12500000000000103,0.12499999999999967,7.216449660063518e-16
8,6,0.5,0,near_uniform,-0.625,0.12500000000000103,0.1249999999999995,7.494005416219807e-16
8,6,0.5,0,concentrated,-0.625,0.12500000000000103,0.12499999999999967,5.551115123125783e-16
8,8,0.5,0,near_uniform,-0.5,0.12500000000000172,0.12499999999999967,7.771561172376096e-16
8,8,0.5,0,concentrated,-0.5,0.12500000000000172,0.12499999999999985,8.326672684688674e-16
8,12,0.5,0,near_uniform,-0.25,0.1250000000000045,0.12499999999999917,8.049116928532385e-16
8,12,0.5,0,concentrated,-0.25,0.9805599113170547,0.9615517278318242,3.3306690738754696e-15
8,20,0.5,0,near_uniform,0.25,0.9996811419913618,0.9993624001775001,3.4416913763379853e-15
8,20,0.5,0,concentrated,0.25,0.9996811419913618,0.9993624001775001,3.4416913763379853e-15
8,1,0.5,0.1,near_uniform,-0.94375,0.12500000000000033,0.1249999999999995,3.191891195797325e-16
8,1,0.5,0.1,concentrated,-0.94375,0.12500000000000033,0.1249999999999995,3.191891195797325e-16
8,2,0.5,0.1,near_uniform,-0.8875,0.12500000000000103,0.12499999999999967,8.604228440844963e-16
8,2,0.5,0.1,concentrated,-0.8875,0.12500000000000103,0.12499999999999967,8.604228440844963e-16
8,3,0.5,0.1,near_uniform,-0.83125,0.12500000000000103,0.12499999999999967,8.326672684688674e-16
8,3,0.5,0.1,concentrated,-0.83125,0.12500000000000103,0.12499999999999967,8.326672684688674e-16
8,4,0.5,0.1,near_uniform,-0.775,0.12500000000000103,0.12499999999999967,7.494005416219807e-16
8,4,0.5,0.1,concentrated,-0.775,0.12500000000000103,0.12499999999999967,7.494005416219807e-16
8,6,0.5,0.1,near_uniform,-0.6625,0.12500000000000103,0.1249999999999995,7.771561172376096e-16
8,6,0.5,0.1,concentrated,-0.6625,0.12500000000000103,0.12499999999999967,5.828670879282072e-16
8,8,0.5,0.1,near_uniform,-0.55,0.12500000000000172,0.12499999999999967,8.604228440844963e-16
8,8,0.5,0.1,concentrated,-0.55,0.12500000000000172,0.12499999999999985,9.159339953157541e-16
8,12,0.5,0.1,near_uniform,-0.32499999999999996,0.1250000000000031,0.124999999999999,6.800116025829084e-16
8,12,0.5,0.1,concentrated,-0.32499999999999996,0.8777917975949864,0.7726519891729039,2.1094237467877974e-15
8,20,0.5,0.1,near_uniform,0.125,0.9117162057276271,0.8323398724051129,2.1094237467877974e-15
8,20,0.5,0.1,concentrated,0.125,0.9117162057276271,0.8323398724051129,2.1094237467877974e-15
8,1,0.5,0.3,near_uniform,-0.95625,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,1,0.5,0.3,concentrated,-0.95625,0.12500000000000033,0.1249999999999995,3.3306690738754696e-16
8,2,0.5,0.3,near_uniform,-0.9125,0.125000000000001,0.12499999999999967,8.881784197001252e-16
8,2,0.5,0.3,concentrated,-0.9125,0.125000000000001,0.12499999999999967,8.881784197001252e-16
8,3,0.5,0.3,near_uniform,-0.86875,0.12500000000000103,0.12499999999999967,8.881784197001252e-16
8,3,0.5,0.3,concentrated,-0.86875,0.12500000000000103,0.12499999999999967,8.881784197001252e-16
8,4,0.5,0.3,near_uniform,-0.825,0.12500000000000103,0.12499999999999967,8.326672684688674e-16
8,4,0.5,0.3,concentrated,-0.825,0.12500000000000103,0.12499999999999967,8.326672684688674e-16
8,6,0.5,0.3,near_uniform,-0.7375,0.12500000000000103,0.12499999999999967,6.938893903907228e-16
8,6,0.5,0.3,concentrated,-0.7375,0.12500000000000103,0.12499999999999967,6.938893903907228e-16
8,8,0.5,0.3,near_uniform,-0.65,0.12500000000000103,0.1249999999999995,7.494005416219807e-16
8,8,0.5,0.3,concentrated,-0.65,0.12500000000000103,0.12499999999999967,6.38378239159465e-16
8,12,0.5,0.3,near_uniform,-0.4750000000000001,0.12500000000000172,0.12499999999999967,7.494005416219807e-16
8,12,0.5,0.3,concentrated,-0.4750000000000001,0.12500000000000172,0.12499999999999985,7.771561172376096e-16
8,20,0.5,0.3,near_uniform,-0.125,0.12500000000001005,0.12499999999999915,9.159339953157541e-16
8,20,0.5,0.3,concentrated,-0.125,0.7328176922866768,0.547219825207659,6.661338147750939e-16
8,1,1,0,near_uniform,-0.875,0.12500000000000103,0.12499999999999967,8.604228440844963e-16
8,1,1,0,concentrated,-0.875,0.12500000000000103,0.12499999999999967,8.604228440844963e-16
8,2,1,0,near_uniform,-0.75,0.12500000000000103,0.12499999999999967,7.216449660063518e-16
8,2,1,0,concentrated,-0.75,0.12500000000000103,0.12499999999999967,7.216449660063518e-16
8,3,1,0,near_uniform,-0.625,0.12500000000000103,0.1249999999999995,7.494005416219807e-16
8,3,1,0,concentrated,-0.625,0.12500000000000103,0.12499999999999967,5.551115123125783e-16
8,4,1,0,near_uniform,-0.5,0.12500000000000172,0.12499999999999967,7.771561172376096e-16
8,4,1,0,concentrated,-0.5,0.12500000000000172,0.12499999999999985,8.326672684688674e-16
8,6,1,0,near_uniform,-0.25,0.1250000000000045,0.12499999999999917,8.049116928532385e-16
8,6,1,0,concentrated,-0.25,0.9805599113170547,0.9615517278318242,3.3306690738754696e-15
8,8,1,0,near_uniform,0.0,0.12994811905665946,0.12502809883425034,8.445972072299024e-05
8,8,1,0,concentrated,0.0,0.9976055337318621,0.9952176199993918,5.440092820663267e-15
8,12,1,0,near_uniform,0.5,0.9999569669751649,0.9999139360667196,3.219646771412954e-15
8,12,1,0,concentrated,0.5,0.9999569669751649,0.9999139360667196,3.219646771412954e-15
8,20,1,0,near_uniform,1.5,0.9999999855719164,0.999999971143833,3.3306690738754696e-15
8,20,1,0,concentrated,1.5,0.9999999855719164,0.999999971143833,3.3306690738754696e-15
8,1,1,0.1,near_uniform,-0.8875,0.12500000000000103,0.12499999999999967,8.604228440844963e-16
8,1,1,0.1,concentrated,-0.8875,0.12500000000000103,0.12499999999999967,8.604228440844963e-16
8,2,1,0.1,near_uniform,-0.775,0.12500000000000103,0.12499999999999967,7.494005416219807e-16
8,2,1,0.1,concentrated,-0.775,0.12500000000000103,0.12499999999999967,7.494005416219807e-16
8,3,1,0.1,near_uniform,-0.6625,0.12500000000000103,0.1249999999999995,7.771561172376096e-16
8,3,1,0.1,concentrated,-0.6625,0.12500000000000103,0.12499999999999967,5.828670879282072e-16
8,4,1,0.1,near_uniform,-0.55,0.12500000000000172,0.12499999999999967,8.604228440844963e-16
8,4,1,0.1,concentrated,-0.55,0.12500000000000172,0.12499999999999985,9.159339953157541e-16
8,6,1,0.1,near_uniform,-0.32499999999999996,0.1250000000000031,0.124999999999999,6.800116025829084e-16
8,6,1,0.1,concentrated,-0.32499999999999996,0.8777917975949864,0.7726519891729039,2.1094237467877974e-15
8,8,1,0.1,near_uniform,-0.09999999999999998,0.12500000000004025,0.12499999999999908,3.774758283725532e-15
8,8,1,0.1,concentrated,-0.09999999999999998,0.9076081009728474,0.8249719310952303,3.4416913763379853e-15
8,12,1,0.1,near_uniform,0.3500000000000001,0.9123712744612009,0.8335183129676068,1.1102230246251565e-15
8,12,1,0.1,concentrated,0.3500000000000001,0.9123712744612009,0.8335183129676068,1.1102230246251565e-15
8,20,1,0.1,near_uniform,1.25,0.912499904050925,0.8337498272916751,1.7763568394002505e-15
8,20,1,0.1,concentrated,1.25,0.912499904050925,0.8337498272916751,1.7763568394002505e-15
8,1,1,0.3,near_uniform,-0.9125,0.125000000000001,0.12499999999999967,8.881784197001252e-16
8,1,1,0.3,concentrated,-0.9125,0.125000000000001,0.12499999999999967,8.881784197001252e-16
8,2,1,0.3,near_uniform,-0.825,0.12500000000000103,0.12499999999999967,8.326672684688674e-16
8,2,1,0.3,concentrated,-0.825,0.12500000000000103,0.12499999999999967,8.326672684688674e-16
8,3,1,0.3,near_uniform,-0.7375,0.12500000000000103,0.12499999999999967,6.938893903907228e-16
8,3,1,0.3,concentrated,-0.7375,0.12500000000000103,0.12499999999999967,6.938893903907228e-16
8,4,1,0.3,near_uniform,-0.65,0.12500000000000103,0.1249999999999995,7.494005416219807e-16
8,4,1,0.3,concentrated,-0.65,0.12500000000000103,0.12499999999999967,6.38378239159465e-16
8,6,1,0.3,near_uniform,-0.4750000000000001,0.12500000000000172,0.12499999999999967,7.494005416219807e-16
8,6,1,0.3,concentrated,-0.4750000000000001,0.12500000000000172,0.12499999999999985,7.771561172376096e-16
8,8,1,0.3,near_uniform,-0.30000000000000004,0.1250000000000038,0.12499999999999917,8.326672684688674e-16
8,8,1,0.3,concentrated,-0.30000000000000004,0.7161458140607223,0.5243752839788732,4.3298697960381105e-15
8,12,1,0.3,near_uniform,0.04999999999999982,0.7363829254397514,0.5521875217363071,2.1094237467877974e-15
8,12,1,0.3,concentrated,0.04999999999999982,0.7363829254397568,0.5521875217363144,3.3306690738754696e-15
8,20,1,0.3,near_uniform,0.75,0.737495925153483,0.5537442952338526,6.661338147750939e-16
8,20,1,0.3,concentrated,0.75,0.7374959251534884,0.5537442952338606,4.773959005888173e-15
