regime,seed,policy,offered,completed,completion_coverage,correct_checks_per_offer,defect_detection_fraction,accuracy_among_completed,attention_hhi,largest_attention_share,minimum_group_coverage,unresolved_offers,repair_backlog,labor,mean_queue_age,coverage_0,coverage_1,coverage_2,coverage_3,coverage_4,coverage_5,count_correct_checks,count_incorrect_checks,count_defects_offered,count_defects_detected,count_false_alarms,count_audit_detected_defects,count_audited,count_repair_completed,count_audit_missed_capacity,count_refused_capacity,count_invitations,count_checks,count_intake_labor,count_check_labor,count_audit_labor,count_repair_labor,count_blind_periods
strong_feedback,4,uniform,349,348,0.997134670487106,0.9255014326647565,0.88,0.9281609195402298,0.2431133571145462,0.40229885057471265,0.967741935483871,1,16,5785,1.0,1.0,1.0,0.967741935483871,1.0,1.0,1.0,323,25,50,44,19,0,107,47,21,67,415,348,830,3480,535,940,1
strong_feedback,5,prestige,371,368,0.9919137466307277,0.8921832884097035,0.8769230769230769,0.8994565217391305,0.22335775047258985,0.36684782608695654,0.9302325581395349,3,25,6409,2.3333333333333335,1.0,1.0,1.0,0.9302325581395349,1.0,1.0,331,37,65,57,30,0,93,62,14,152,512,368,1024,3680,465,1240,5
strong_feedback,5,bounded,371,368,0.9919137466307277,0.8840970350404312,0.8307692307692308,0.8913043478260869,0.22282608695652178,0.36684782608695654,0.9534883720930233,3,20,6339,1.3333333333333333,1.0,0.987012987012987,1.0,0.9534883720930233,1.0,1.0,328,40,65,52,28,2,87,62,19,127,492,368,984,3680,435,1240,5
strong_feedback,5,uniform,371,369,0.9946091644204852,0.9056603773584906,0.9230769230769231,0.9105691056910569,0.22004098089761384,0.3604336043360434,0.9851851851851852,2,24,6410,2.0,0.9851851851851852,1.0,1.0,1.0,1.0,1.0,336,33,65,60,29,0,92,65,18,120,480,369,960,3690,460,1300,5
strong_feedback,6,prestige,353,350,0.9915014164305949,0.8980169971671388,0.9152542372881356,0.9057142857142857,0.2547102040816327,0.4228571428571429,0.9655172413793104,3,20,6002,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,0.9655172413793104,317,33,59,51,25,3,88,59,11,91,441,350,882,3500,440,1180,5
strong_feedback,6,bounded,353,352,0.9971671388101983,0.9376770538243626,0.9661016949152542,0.9403409090909091,0.2566341683884298,0.42613636363636365,0.9655172413793104,1,20,6037,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104,331,21,59,54,16,3,103,53,16,120,471,352,942,3520,515,1060,5
strong_feedback,6,uniform,353,352,0.9971671388101983,0.9178470254957507,0.9152542372881356,0.9204545454545454,0.2566341683884298,0.42613636363636365,0.9655172413793104,1,24,5973,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104,324,28,59,52,21,2,99,51,18,128,469,352,938,3520,495,1020,5
strong_feedback,7,prestige,364,363,0.9972527472527473,0.8928571428571429,0.8769230769230769,0.8953168044077136,0.24287199568942625,0.40771349862258954,0.9772727272727273,1,26,6244,1.0,1.0,1.0,1.0,0.9772727272727273,1.0,1.0,325,38,65,57,30,0,80,61,18,135,497,363,994,3630,400,1220,2
strong_feedback,7,bounded,364,363,0.9972527472527473,0.8901098901098901,0.9076923076923077,0.8925619834710744,0.24288717376621208,0.40771349862258954,0.9767441860465116,1,24,6377,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465116,324,39,65,57,31,2,77,66,18,162,521,363,1042,3630,385,1320,2
strong_feedback,7,uniform,364,363,0.9972527472527473,0.9010989010989011,0.9076923076923077,0.9035812672176309,0.24129347570369358,0.4049586776859504,0.9932432432432432,1,19,6469,1.0,0.9932432432432432,1.0,1.0,1.0,1.0,1.0,328,35,65,56,27,3,89,67,15,180,527,363,1054,3630,445,1340,2
strong_feedback,8,prestige,353,352,0.9971671388101983,0.9121813031161473,0.9230769230769231,0.9147727272727273,0.255181430785124,0.42613636363636365,0.9722222222222222,1,13,6056,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,322,30,52,46,24,2,92,59,19,96,448,352,896,3520,460,1180,7
strong_feedback,8,bounded,353,350,0.9915014164305949,0.9036827195467422,0.9230769230769231,0.9114285714285715,0.2532408163265306,0.4228571428571429,0.9722222222222222,3,15,6005,1.3333333333333333,0.9866666666666667,1.0,1.0,1.0,1.0,0.9722222222222222,319,31,52,45,24,3,97,57,20,91,440,350,880,3500,485,1140,7
strong_feedback,8,uniform,353,350,0.9915014164305949,0.8838526912181303,0.8076923076923077,0.8914285714285715,0.2532408163265306,0.4228571428571429,0.9722222222222222,3,13,5953,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,0.9722222222222222,312,38,52,38,24,4,97,53,22,104,454,350,908,3500,485,1060,7
high_exploration,1,prestige,347,346,0.9971181556195965,0.9164265129682997,0.8793103448275862,0.9190751445086706,0.2587624043569781,0.430635838150289,0.9933333333333333,1,17,5829,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,318,28,58,51,21,0,81,55,19,88,432,346,864,3460,405,1100,1
high_exploration,1,bounded,347,346,0.9971181556195965,0.9193083573487032,0.9310344827586207,0.9219653179190751,0.2587624043569781,0.430635838150289,0.9933333333333333,1,16,6038,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,319,27,58,54,23,0,80,61,19,151,479,346,958,3460,400,1220,1
high_exploration,1,uniform,347,346,0.9971181556195965,0.9077809798270894,0.896551724137931,0.9104046242774566,0.2587624043569781,0.430635838150289,0.9933333333333333,1,19,6009,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,315,31,58,52,25,0,87,58,13,149,477,346,954,3460,435,1160,1
high_exploration,2,prestige,354,354,1.0,0.9096045197740112,0.9206349206349206,0.9096045197740112,0.22330747869386192,0.3728813559322034,1.0,0,20,6197,0,1.0,1.0,1.0,1.0,1.0,1.0,322,32,63,55,24,3,91,62,16,128,481,354,962,3540,455,1240,5
high_exploration,2,bounded,354,354,1.0,0.8757062146892656,0.7777777777777778,0.8757062146892656,0.22330747869386192,0.3728813559322034,1.0,0,17,6276,0,1.0,1.0,1.0,1.0,1.0,1.0,310,44,63,47,28,2,102,60,12,159,513,354,1026,3540,510,1200,5
high_exploration,2,uniform,354,354,1.0,0.884180790960452,0.8095238095238095,0.884180790960452,0.22330747869386192,0.3728813559322034,1.0,0,16,6186,0,1.0,1.0,1.0,1.0,1.0,1.0,313,41,63,48,26,3,96,61,12,119,473,354,946,3540,480,1220,5
high_exploration,3,prestige,388,386,0.9948453608247423,0.8969072164948454,0.8461538461538461,0.9015544041450777,0.23124110714381593,0.38341968911917096,0.9866666666666667,2,20,6500,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,348,38,65,53,26,2,88,61,19,105,490,386,980,3860,440,1220,6
high_exploration,3,bounded,388,385,0.9922680412371134,0.8969072164948454,0.9076923076923077,0.9038961038961039,0.23045370214201383,0.38181818181818183,0.98,3,21,6724,1.0,0.98,1.0,1.0,1.0,1.0,1.0,348,37,65,56,28,3,100,66,12,146,527,385,1054,3850,500,1320,6
high_exploration,3,uniform,388,386,0.9948453608247423,0.8762886597938144,0.9076923076923077,0.8808290155440415,0.23124110714381593,0.38341968911917096,0.9866666666666667,2,20,6848,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,340,46,65,53,34,6,86,73,21,179,549,386,1098,3860,430,1460,6
high_exploration,4,prestige,349,349,1.0,0.9054441260744985,0.92,0.9054441260744985,0.2422229702547598,0.40114613180515757,1.0,0,18,6008,0,1.0,1.0,1.0,1.0,1.0,1.0,316,33,50,43,26,3,112,54,17,90,439,349,878,3490,560,1080,1
high_exploration,4,bounded,349,348,0.997134670487106,0.9083094555873925,0.96,0.9109195402298851,0.24293169507200427,0.40229885057471265,0.9761904761904762,1,14,6114,1.0,1.0,1.0,1.0,0.9761904761904762,1.0,1.0,317,31,50,44,25,4,112,59,16,101,447,348,894,3480,560,1180,1
high_exploration,4,uniform,349,348,0.997134670487106,0.9255014326647565,0.88,0.9281609195402298,0.2431133571145462,0.40229885057471265,0.967741935483871,1,16,5785,1.0,1.0,1.0,0.967741935483871,1.0,1.0,1.0,323,25,50,44,19,0,107,47,21,67,415,348,830,3480,535,940,1
high_exploration,5,prestige,371,368,0.9919137466307277,0.9029649595687331,0.8769230769230769,0.9103260869565217,0.22284085538752368,0.36684782608695654,0.975609756097561,3,18,6292,1.3333333333333333,1.0,0.987012987012987,1.0,0.9767441860465116,0.975609756097561,1.0,335,33,65,55,23,2,86,62,18,106,471,368,942,3680,430,1240,5
high_exploration,5,bounded,371,367,0.9892183288409704,0.8975741239892183,0.8769230769230769,0.9073569482288828,0.22204485889716308,0.3651226158038147,0.9534883720930233,4,21,6334,1.25,0.9925925925925926,0.987012987012987,1.0,0.9534883720930233,1.0,1.0,333,34,65,56,27,1,90,63,15,114,477,367,954,3670,450,1260,5
high_exploration,5,uniform,371,369,0.9946091644204852,0.9056603773584906,0.9230769230769231,0.9105691056910569,0.22004098089761384,0.3604336043360434,0.9851851851851852,2,24,6410,2.0,0.9851851851851852,1.0,1.0,1.0,1.0,1.0,336,33,65,60,29,0,92,65,18,120,480,369,960,3690,460,1300,5
high_exploration,6,prestige,353,352,0.9971671388101983,0.9320113314447592,0.9491525423728814,0.9346590909090909,0.2565050361570248,0.42613636363636365,0.972972972972973,1,22,5898,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,329,23,59,54,18,2,94,52,19,86,434,352,868,3520,470,1040,5
high_exploration,6,bounded,353,351,0.9943342776203966,0.9121813031161473,0.8983050847457628,0.9173789173789174,0.2537235899059261,0.42165242165242167,0.9866666666666667,2,17,6083,1.5,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,322,29,59,53,23,0,85,59,15,140,484,351,968,3510,425,1180,5
high_exploration,6,uniform,353,352,0.9971671388101983,0.9178470254957507,0.9152542372881356,0.9204545454545454,0.2566341683884298,0.42613636363636365,0.9655172413793104,1,24,5973,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104,324,28,59,52,21,2,99,51,18,128,469,352,938,3520,495,1020,5
high_exploration,7,prestige,364,364,1.0,0.8956043956043956,0.8307692307692308,0.8956043956043956,0.24219599082236448,0.4065934065934066,1.0,0,21,6172,0,1.0,1.0,1.0,1.0,1.0,1.0,326,38,65,51,24,3,80,57,15,139,496,364,992,3640,400,1140,2
high_exploration,7,bounded,364,364,1.0,0.9010989010989011,0.9076923076923077,0.9010989010989011,0.24219599082236448,0.4065934065934066,1.0,0,19,6437,0,1.0,1.0,1.0,1.0,1.0,1.0,328,36,65,56,27,3,77,67,19,180,536,364,1072,3640,385,1340,2
high_exploration,7,uniform,364,363,0.9972527472527473,0.9010989010989011,0.9076923076923077,0.9035812672176309,0.24129347570369358,0.4049586776859504,0.9932432432432432,1,19,6469,1.0,0.9932432432432432,1.0,1.0,1.0,1.0,1.0,328,35,65,56,27,3,89,67,15,180,527,363,1054,3630,445,1340,2
high_exploration,8,prestige,353,351,0.9943342776203966,0.9150141643059491,0.8461538461538461,0.9202279202279202,0.2523761982451441,0.42165242165242167,0.9866666666666667,2,11,5868,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,323,28,52,41,17,3,92,50,13,99,449,351,898,3510,460,1000,7
high_exploration,8,bounded,353,351,0.9943342776203966,0.8895184135977338,0.8076923076923077,0.8945868945868946,0.2523761982451441,0.42165242165242167,0.9866666666666667,2,16,5879,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,314,37,52,37,22,5,99,48,13,108,457,351,914,3510,495,960,7
high_exploration,8,uniform,353,350,0.9915014164305949,0.8838526912181303,0.8076923076923077,0.8914285714285715,0.2532408163265306,0.4228571428571429,0.9722222222222222,3,13,5953,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,0.9722222222222222,312,38,52,38,24,4,97,53,22,104,454,350,908,3500,485,1060,7
expensive_repair,1,prestige,347,346,0.9971181556195965,0.9048991354466859,0.9137931034482759,0.9075144508670521,0.2587624043569781,0.430635838150289,0.9933333333333333,1,40,6315,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,314,32,58,52,26,1,81,39,18,111,445,346,890,3460,405,1560,1
expensive_repair,1,bounded,347,346,0.9971181556195965,0.9048991354466859,0.8793103448275862,0.9075144508670521,0.2587624043569781,0.430635838150289,0.9933333333333333,1,35,6385,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,314,32,58,50,24,1,79,40,21,138,465,346,930,3460,395,1600,1
expensive_repair,1,uniform,347,346,0.9971181556195965,0.9048991354466859,0.9137931034482759,0.9075144508670521,0.2587624043569781,0.430635838150289,0.9933333333333333,1,41,6261,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,314,32,58,52,26,1,75,38,25,118,453,346,906,3460,375,1520,1
expensive_repair,2,prestige,354,354,1.0,0.9180790960451978,0.873015873015873,0.9180790960451978,0.22330747869386192,0.3728813559322034,1.0,0,34,6416,0,1.0,1.0,1.0,1.0,1.0,1.0,325,29,63,52,18,3,82,39,24,116,453,354,906,3540,410,1560,5
expensive_repair,2,bounded,354,352,0.9943502824858758,0.8728813559322034,0.8888888888888888,0.8778409090909091,0.22409284607438015,0.375,0.9767441860465116,2,45,6621,1.0,1.0,0.9850746268656716,1.0,1.0,1.0,0.9767441860465116,309,43,63,53,33,3,85,44,28,122,458,352,916,3520,425,1760,5
expensive_repair,2,uniform,354,353,0.9971751412429378,0.884180790960452,0.8888888888888888,0.886685552407932,0.2224638669759006,0.37110481586402266,0.9924242424242424,1,44,6659,2.0,0.9924242424242424,1.0,1.0,1.0,1.0,1.0,313,40,63,56,33,0,85,45,30,114,452,353,904,3530,425,1800,5
expensive_repair,3,prestige,388,383,0.9871134020618557,0.8917525773195877,0.8769230769230769,0.9033942558746736,0.23278500773745814,0.38642297650130547,0.9487179487179487,5,34,7267,2.2,0.9866666666666667,0.9871794871794872,1.0,1.0,1.0,0.9487179487179487,346,37,65,53,25,4,85,48,27,234,546,383,1092,3830,425,1920,6
expensive_repair,3,bounded,388,381,0.9819587628865979,0.8917525773195877,0.8923076923076924,0.9081364829396326,0.23060601676758913,0.38320209973753283,0.9733333333333334,7,34,7250,1.5714285714285714,0.9733333333333334,0.9743589743589743,1.0,0.9761904761904762,1.0,1.0,346,35,65,55,25,3,80,49,30,216,540,381,1080,3810,400,1960,6
expensive_repair,3,uniform,388,386,0.9948453608247423,0.904639175257732,0.8769230769230769,0.9093264248704663,0.23124110714381593,0.38341968911917096,0.9866666666666667,2,38,7217,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,351,35,65,57,27,0,79,46,31,271,561,386,1122,3860,395,1840,6
expensive_repair,4,prestige,349,347,0.994269340974212,0.8997134670487106,0.98,0.9048991354466859,0.24366118811716736,0.4034582132564842,0.9523809523809523,2,41,6396,1.5,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,314,33,50,47,30,2,104,38,24,105,443,347,886,3470,520,1520,1
expensive_repair,4,bounded,349,348,0.997134670487106,0.8968481375358166,0.92,0.8994252873563219,0.24293169507200427,0.40229885057471265,0.9761904761904762,1,36,6327,1.0,1.0,1.0,1.0,0.9761904761904762,1.0,1.0,313,35,50,43,28,3,95,38,33,87,426,348,852,3480,475,1520,1
expensive_repair,4,uniform,349,348,0.997134670487106,0.8939828080229226,0.92,0.896551724137931,0.24314638657682655,0.40229885057471265,0.9655172413793104,1,43,6229,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104,312,36,50,43,29,3,109,32,20,128,462,348,924,3480,545,1280,1
expensive_repair,5,prestige,371,367,0.9892183288409704,0.9110512129380054,0.9230769230769231,0.9209809264305178,0.22399008085292782,0.3678474114441417,0.9069767441860465,4,43,6691,3.0,1.0,1.0,1.0,0.9069767441860465,1.0,1.0,338,29,65,60,25,0,75,42,19,147,483,367,966,3670,375,1680,5
expensive_repair,5,bounded,371,367,0.9892183288409704,0.9029649595687331,0.9230769230769231,0.9128065395095368,0.22399008085292782,0.3678474114441417,0.9069767441860465,4,42,6860,3.0,1.0,1.0,1.0,0.9069767441860465,1.0,1.0,335,32,65,59,27,1,78,45,17,175,500,367,1000,3670,390,1800,5
expensive_repair,5,uniform,371,364,0.9811320754716981,0.8921832884097035,0.8615384615384616,0.9093406593406593,0.21890472165197442,0.35714285714285715,0.9534883720930233,7,37,6847,2.7142857142857144,0.9629629629629629,1.0,1.0,0.9534883720930233,1.0,1.0,331,33,65,56,26,0,79,45,24,193,506,364,1012,3640,395,1800,5
expensive_repair,6,prestige,353,352,0.9971671388101983,0.9178470254957507,0.8305084745762712,0.9204545454545454,0.2565696022727273,0.42613636363636365,0.9696969696969697,1,31,6172,2.0,1.0,1.0,1.0,0.9696969696969697,1.0,1.0,324,28,59,48,17,1,78,35,24,79,431,352,862,3520,390,1400,5
expensive_repair,6,bounded,353,351,0.9943342776203966,0.9150141643059491,0.8983050847457628,0.9202279202279202,0.25750602673679596,0.42735042735042733,0.9655172413793104,2,36,6308,1.0,1.0,1.0,1.0,1.0,0.972972972972973,0.9655172413793104,323,28,59,52,21,1,78,38,21,99,444,351,888,3510,390,1520,5
expensive_repair,6,uniform,353,350,0.9915014164305949,0.9121813031161473,0.8983050847457628,0.92,0.2545795918367347,0.4228571428571429,0.972972972972973,3,34,6287,1.0,0.9866666666666667,1.0,1.0,1.0,0.972972972972973,1.0,322,28,59,50,19,3,73,38,28,109,451,350,902,3500,365,1520,5
expensive_repair,7,prestige,364,364,1.0,0.8846153846153846,0.8769230769230769,0.8846153846153846,0.24219599082236448,0.4065934065934066,1.0,0,43,7032,0,1.0,1.0,1.0,1.0,1.0,1.0,322,42,65,57,34,0,76,48,28,325,546,364,1092,3640,380,1920,2
expensive_repair,7,bounded,364,363,0.9972527472527473,0.8763736263736264,0.8615384615384616,0.8787878787878788,0.24288717376621208,0.40771349862258954,0.9767441860465116,1,38,7211,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465116,319,44,65,56,35,0,75,53,30,373,543,363,1086,3630,375,2120,2
expensive_repair,7,uniform,364,364,1.0,0.8873626373626373,0.8307692307692308,0.8873626373626373,0.24219599082236448,0.4065934065934066,1.0,0,40,6785,0,1.0,1.0,1.0,1.0,1.0,1.0,323,41,65,54,30,0,67,44,28,244,525,364,1050,3640,335,1760,2
expensive_repair,8,prestige,353,351,0.9943342776203966,0.8951841359773371,0.8269230769230769,0.9002849002849003,0.2542105989399437,0.42450142450142453,0.9722222222222222,2,35,6155,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,0.9722222222222222,316,35,52,43,26,0,87,34,23,81,425,351,850,3510,435,1360,7
expensive_repair,8,bounded,353,350,0.9915014164305949,0.9065155807365439,0.8653846153846154,0.9142857142857143,0.25456326530612244,0.4257142857142857,0.9722222222222222,3,38,5930,1.3333333333333333,0.9933333333333333,0.9852941176470589,1.0,1.0,1.0,0.9722222222222222,320,30,52,44,22,1,84,29,23,76,425,350,850,3500,420,1160,7
expensive_repair,8,uniform,353,351,0.9943342776203966,0.9150141643059491,0.8461538461538461,0.9202279202279202,0.2523761982451441,0.42165242165242167,0.9866666666666667,2,30,6120,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,323,28,52,43,19,1,88,33,25,78,425,351,850,3510,440,1320,7
blind_common_cause,1,prestige,347,346,0.9971181556195965,0.8559077809798271,0.5517241379310345,0.8583815028901735,0.2587624043569781,0.430635838150289,0.9933333333333333,1,8,5439,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,297,49,58,19,10,13,95,34,18,67,412,346,824,3460,475,680,59
blind_common_cause,1,bounded,347,345,0.9942363112391931,0.8472622478386167,0.5,0.8521739130434782,0.25776937618147444,0.4289855072463768,0.9866666666666667,2,8,5475,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,294,51,58,18,12,11,101,33,10,85,430,345,860,3450,505,660,59
blind_common_cause,1,uniform,347,345,0.9942363112391931,0.8587896253602305,0.46551724137931033,0.863768115942029,0.25776937618147444,0.4289855072463768,0.9866666666666667,2,7,5360,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,298,47,58,19,9,8,98,29,13,75,420,345,840,3450,490,580,59
blind_common_cause,2,prestige,354,354,1.0,0.8587570621468926,0.42857142857142855,0.8587570621468926,0.22330747869386192,0.3728813559322034,1.0,0,6,5307,0,1.0,1.0,1.0,1.0,1.0,1.0,304,50,63,15,2,12,101,23,14,47,401,354,802,3540,505,460,60
blind_common_cause,2,bounded,354,354,1.0,0.847457627118644,0.3968253968253968,0.847457627118644,0.22330747869386192,0.3728813559322034,1.0,0,6,5334,0,1.0,1.0,1.0,1.0,1.0,1.0,300,54,63,13,4,12,100,23,14,63,417,354,834,3540,500,460,60
blind_common_cause,2,uniform,354,354,1.0,0.8559322033898306,0.42857142857142855,0.8559322033898306,0.22330747869386192,0.3728813559322034,1.0,0,7,5373,0,1.0,1.0,1.0,1.0,1.0,1.0,303,51,63,14,2,13,109,22,7,70,424,354,848,3540,545,440,60
blind_common_cause,3,prestige,388,386,0.9948453608247423,0.845360824742268,0.4307692307692308,0.8497409326424871,0.23271765684984833,0.3860103626943005,0.9743589743589743,2,8,5900,2.0,0.9933333333333333,1.0,1.0,1.0,1.0,0.9743589743589743,328,58,65,17,10,11,96,30,21,94,480,386,960,3860,480,600,54
blind_common_cause,3,bounded,388,385,0.9922680412371134,0.8324742268041238,0.4153846153846154,0.8389610389610389,0.23045370214201383,0.38181818181818183,0.98,3,10,5916,1.3333333333333333,0.98,1.0,1.0,1.0,1.0,1.0,323,62,65,16,13,11,98,30,13,107,488,385,976,3850,490,600,54
blind_common_cause,3,uniform,388,387,0.9974226804123711,0.8402061855670103,0.46153846153846156,0.8423772609819121,0.23203066055058125,0.3850129198966408,0.9933333333333333,1,7,5976,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,1.0,326,61,65,15,11,15,92,34,9,107,483,387,966,3870,460,680,54
blind_common_cause,4,prestige,349,348,0.997134670487106,0.8825214899713467,0.66,0.8850574712643678,0.24131325142026688,0.3994252873563218,0.9928571428571429,1,6,5545,1.0,0.9928571428571429,1.0,1.0,1.0,1.0,1.0,308,40,50,20,10,13,103,37,14,57,405,348,810,3480,515,740,50
blind_common_cause,4,bounded,349,349,1.0,0.8968481375358166,0.66,0.8968481375358166,0.2422229702547598,0.40114613180515757,1.0,0,8,5487,0,1.0,1.0,1.0,1.0,1.0,1.0,313,36,50,22,8,11,103,33,13,64,411,349,822,3490,515,660,50
blind_common_cause,4,uniform,349,349,1.0,0.8882521489971347,0.62,0.8882521489971347,0.2422229702547598,0.40114613180515757,1.0,0,11,5422,0,1.0,1.0,1.0,1.0,1.0,1.0,310,39,50,22,11,9,100,31,14,58,406,349,812,3490,500,620,50
blind_common_cause,5,prestige,371,371,1.0,0.862533692722372,0.5076923076923077,0.862533692722372,0.2215691545397084,0.3638814016172507,1.0,0,14,5565,0,1.0,1.0,1.0,1.0,1.0,1.0,320,51,65,21,7,12,89,26,18,74,445,371,890,3710,445,520,63
blind_common_cause,5,bounded,371,370,0.9973045822102425,0.8571428571428571,0.38461538461538464,0.8594594594594595,0.22080350620891162,0.3621621621621622,0.9925925925925926,1,8,5451,1.0,0.9925925925925926,1.0,1.0,1.0,1.0,1.0,318,52,65,16,4,9,89,21,15,74,443,370,886,3700,445,420,63
blind_common_cause,5,uniform,371,369,0.9946091644204852,0.8598382749326146,0.46153846153846156,0.8644986449864499,0.22004098089761384,0.3604336043360434,0.9851851851851852,2,8,5579,2.0,0.9851851851851852,1.0,1.0,1.0,1.0,1.0,319,50,65,18,4,12,91,26,14,92,457,369,914,3690,455,520,63
blind_common_cause,6,prestige,353,353,1.0,0.8696883852691218,0.423728813559322,0.8696883852691218,0.25563964079641116,0.42492917847025496,1.0,0,9,5116,0,1.0,1.0,1.0,1.0,1.0,1.0,307,46,59,15,2,10,80,18,20,61,413,353,826,3530,400,360,61
blind_common_cause,6,bounded,353,353,1.0,0.8611898016997167,0.4745762711864407,0.8611898016997167,0.25563964079641116,0.42492917847025496,1.0,0,10,5349,0,1.0,1.0,1.0,1.0,1.0,1.0,304,49,59,15,5,13,93,23,16,98,447,353,894,3530,465,460,61
blind_common_cause,6,uniform,353,351,0.9943342776203966,0.8470254957507082,0.4576271186440678,0.8518518518518519,0.2537235899059261,0.42165242165242167,0.9866666666666667,2,6,5411,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,299,52,59,14,7,13,95,28,8,85,433,351,866,3510,475,560,61
blind_common_cause,7,prestige,364,364,1.0,0.8543956043956044,0.49230769230769234,0.8543956043956044,0.24219599082236448,0.4065934065934066,1.0,0,9,5544,0,1.0,1.0,1.0,1.0,1.0,1.0,311,53,65,19,7,13,86,30,15,74,437,364,874,3640,430,600,52
blind_common_cause,7,bounded,364,363,0.9972527472527473,0.8434065934065934,0.47692307692307695,0.8457300275482094,0.24288717376621208,0.40771349862258954,0.9767441860465116,1,5,5803,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465116,307,56,65,21,12,10,93,38,14,114,474,363,948,3630,465,760,52
blind_common_cause,7,uniform,364,363,0.9972527472527473,0.8598901098901099,0.5076923076923077,0.8622589531680441,0.24288717376621208,0.40771349862258954,0.9767441860465116,1,8,5619,1.0,1.0,1.0,1.0,1.0,1.0,0.9767441860465116,313,50,65,22,7,11,83,32,15,105,467,363,934,3630,415,640,52
blind_common_cause,8,prestige,353,352,0.9971671388101983,0.8753541076487252,0.4423076923076923,0.8778409090909091,0.255181430785124,0.42613636363636365,0.9722222222222222,1,4,5274,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,309,43,52,14,5,9,92,24,16,55,407,352,814,3520,460,480,58
blind_common_cause,8,bounded,353,351,0.9943342776203966,0.8583569405099151,0.5192307692307693,0.8632478632478633,0.2542105989399437,0.42450142450142453,0.9722222222222222,2,8,5401,1.0,0.9933333333333333,1.0,1.0,1.0,1.0,0.9722222222222222,303,48,52,11,7,16,105,26,8,73,423,351,846,3510,525,520,58
blind_common_cause,8,uniform,353,351,0.9943342776203966,0.8753541076487252,0.46153846153846156,0.8803418803418803,0.2523761982451441,0.42165242165242167,0.9866666666666667,2,3,5371,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,309,42,52,13,3,11,103,24,10,83,433,351,866,3510,515,480,58
biased_verification,1,prestige,347,345,0.9942363112391931,0.9221902017291066,0.9655172413793104,0.927536231884058,0.25776937618147444,0.4289855072463768,0.9866666666666667,2,20,6279,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,320,25,58,55,23,1,115,59,8,196,537,345,1074,3450,575,1180,1
biased_verification,1,bounded,347,345,0.9942363112391931,0.9048991354466859,0.9310344827586207,0.9101449275362319,0.25776937618147444,0.4289855072463768,0.9866666666666667,2,17,6369,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,314,31,58,52,26,2,117,63,12,203,537,345,1074,3450,585,1260,1
biased_verification,1,uniform,347,345,0.9942363112391931,0.9077809798270894,0.9310344827586207,0.9130434782608695,0.25776937618147444,0.4289855072463768,0.9866666666666667,2,22,6151,1.0,0.9866666666666667,1.0,1.0,1.0,1.0,1.0,315,30,58,52,25,2,103,57,16,192,523,345,1046,3450,515,1140,1
biased_verification,2,prestige,354,354,1.0,0.9180790960451978,0.9047619047619048,0.9180790960451978,0.22330747869386192,0.3728813559322034,1.0,0,17,6175,0,1.0,1.0,1.0,1.0,1.0,1.0,325,29,63,50,16,7,109,56,5,131,485,354,970,3540,545,1120,5
