lag_seconds,normalized_correlation
-0.023193359375,-0.053812859733
-0.02294921875,-0.071897412087
-0.022705078125,-0.098486487428
-0.0224609375,-0.126215955497
-0.022216796875,-0.148081465009
-0.02197265625,-0.159259198667
-0.021728515625,-0.158028791466
-0.021484375,-0.145721425337
-0.021240234375,-0.12596273882
-0.02099609375,-0.103618567046
-0.020751953125,-0.083778762308
-0.0205078125,-0.070914261615
-0.020263671875,-0.068162605511
-0.02001953125,-0.076677241667
-0.019775390625,-0.095126117298
-0.01953125,-0.119596001114
-0.019287109375,-0.144175116498
-0.01904296875,-0.162292546413
-0.018798828125,-0.168566241449
-0.0185546875,-0.160597930339
-0.018310546875,-0.140021100387
-0.01806640625,-0.112286398016
-0.017822265625,-0.085134733751
-0.017578125,-0.066247743448
-0.017333984375,-0.060904047701
-0.01708984375,-0.070458066748
-0.016845703125,-0.092125103531
-0.0166015625,-0.12005019149
-0.016357421875,-0.147168550683
-0.01611328125,-0.167141692926
-0.015869140625,-0.17576516009
-0.015625,-0.171581815175
-0.015380859375,-0.1557753063
-0.01513671875,-0.131600977415
-0.014892578125,-0.103612970774
-0.0146484375,-0.076830907595
-0.014404296875,-0.055859206911
-0.01416015625,-0.043942059149
-0.013916015625,-0.04206013967
-0.013671875,-0.04835923879
-0.013427734375,-0.058263971378
-0.01318359375,-0.065467730119
-0.012939453125,-0.063661500506
-0.0126953125,-0.048519800019
-0.012451171875,-0.01925604175
-0.01220703125,0.020883754074
-0.011962890625,0.065463693486
-0.01171875,0.106786681495
-0.011474609375,0.138224921426
-0.01123046875,0.156137377534
-0.010986328125,0.160759022866
-0.0107421875,0.155856354204
-0.010498046875,0.1473927427
-0.01025390625,0.141760292231
-0.010009765625,0.144181170435
-0.009765625,0.157669801918
-0.009521484375,0.182643778689
-0.00927734375,0.217061809523
-0.009033203125,0.256914463537
-0.0087890625,0.296945483173
-0.008544921875,0.331558510644
-0.00830078125,0.355891193703
-0.008056640625,0.3669560178
-0.0078125,0.364578381645
-0.007568359375,0.351747785972
-0.00732421875,0.334083207656
-0.007080078125,0.318403145658
-0.0068359375,0.310749346894
-0.006591796875,0.314482117696
-0.00634765625,0.329127183651
-0.006103515625,0.350443019514
-0.005859375,0.371732947721
-0.005615234375,0.385939756502
-0.00537109375,0.387777615578
-0.005126953125,0.375195477252
-0.0048828125,0.349763261962
-0.004638671875,0.315976246735
-0.00439453125,0.27983382703
-0.004150390625,0.247231866657
-0.00390625,0.222643760612
-0.003662109375,0.208327862684
-0.00341796875,0.204065559533
-0.003173828125,0.207328075024
-0.0029296875,0.213777387196
-0.002685546875,0.218050094288
-0.00244140625,0.214793006389
-0.002197265625,0.199870461178
-0.001953125,0.171526736895
-0.001708984375,0.131136522886
-0.00146484375,0.083164857875
-0.001220703125,0.034170700144
-0.0009765625,-0.008956692185
-0.000732421875,-0.041016107775
-0.00048828125,-0.060100720615
-0.000244140625,-0.068209544683
0.0,-0.070608841892
0.000244140625,-0.07121101582
0.00048828125,-0.079701500269
0.000732421875,-0.100474739787
0.0009765625,-0.133795040488
0.001220703125,-0.176034179171
0.00146484375,-0.221150228275
0.001708984375,-0.262671816623
0.001953125,-0.295386004855
0.002197265625,-0.316251074891
0.00244140625,-0.324529040747
0.002685546875,-0.321467170341
0.0029296875,-0.309901077972
0.003173828125,-0.293942458358
0.00341796875,-0.27862517448
0.003662109375,-0.269232192807
0.00390625,-0.270156615795
0.004150390625,-0.283511179289
0.00439453125,-0.308046656474
0.004638671875,-0.339006097449
0.0048828125,-0.369239312132
0.005126953125,-0.391359184821
0.00537109375,-0.400196295324
0.005615234375,-0.394573273251
0.005859375,-0.377639075984
0.006103515625,-0.355609510534
0.00634765625,-0.335451682813
0.006591796875,-0.322469910351
0.0068359375,-0.318713832573
0.007080078125,-0.322698161001
0.00732421875,-0.330328601678
0.007568359375,-0.336455343029
0.0078125,-0.336346709158
0.008056640625,-0.326621908961
0.00830078125,-0.305601509089
0.008544921875,-0.273336421179
0.0087890625,-0.231597396604
0.009033203125,-0.183894676883
0.00927734375,-0.135331240563
0.009521484375,-0.091972833339
0.009765625,-0.059571572012
0.010009765625,-0.04186902291
0.01025390625,-0.039098361485
0.010498046875,-0.04741923708
0.0107421875,-0.059731299844
0.010986328125,-0.067746572433
0.01123046875,-0.064627995251
0.011474609375,-0.047196070655
0.01171875,-0.016837877956
0.011962890625,0.021205214222
0.01220703125,0.059802194913
0.012451171875,0.092296118396
0.0126953125,0.114361930604
0.012939453125,0.124800992164
0.01318359375,0.125241577122
0.013427734375,0.119156273349
0.013671875,0.11076318799
0.013916015625,0.104202252638
0.01416015625,0.10302868259
0.014404296875,0.109810762094
0.0146484375,0.1256308978
0.014892578125,0.149523584447
0.01513671875,0.178149901761
0.015380859375,0.206108456504
0.015625,0.227109035698
0.015869140625,0.235825188722
0.01611328125,0.229802111466
0.016357421875,0.210608365486
0.0166015625,0.183642489734
0.016845703125,0.156549209317
0.01708984375,0.136796243293
0.017333984375,0.129329954564
0.017578125,0.135194824686
0.017822265625,0.151573460267
0.01806640625,0.173085313328
0.018310546875,0.193691689206
0.0185546875,0.208427864625
0.018798828125,0.214426500283
0.01904296875,0.211119371124
0.019287109375,0.199866801079
0.01953125,0.183398207869
0.019775390625,0.165319206517
0.02001953125,0.149674360217
0.020263671875,0.140370076127
0.0205078125,0.140317697758
0.020751953125,0.150420389512
0.02099609375,0.168806663323
0.021240234375,0.190801578321
0.021484375,0.209925334323
0.021728515625,0.219774401818
0.02197265625,0.216173079523
0.022216796875,0.198746528949
0.0224609375,0.171228066341
0.022705078125,0.140320716845
0.02294921875,0.113537259056
0.023193359375,0.096853427832
0.0234375,0.09304346849
0.023681640625,0.101224720457
0.02392578125,0.117595446254
0.024169921875,0.13688352765
0.0244140625,0.15385563731
0.024658203125,0.164402262262
0.02490234375,0.166057264704
0.025146484375,0.15810616447
0.025390625,0.141529786281
0.025634765625,0.118906090525
0.02587890625,0.094175978285
0.026123046875,0.072055428826
0.0263671875,0.05697503215
0.026611328125,0.051718492549
0.02685546875,0.056233890099
0.027099609375,0.067194153358
0.02734375,0.078679403039
0.027587890625,0.083906458279
0.02783203125,0.077445361482
0.028076171875,0.057088234292
0.0283203125,0.024632137534
0.028564453125,-0.014723244488
0.02880859375,-0.054090704522
0.029052734375,-0.08702345753
0.029296875,-0.109264333043
0.029541015625,-0.119581300888
0.02978515625,-0.119599543315
0.030029296875,-0.112937601052
0.0302734375,-0.104121162183
0.030517578125,-0.097646000312
0.03076171875,-0.097308930798
0.031005859375,-0.105712338973
0.03125,-0.123813430227
0.031494140625,-0.150534673996
0.03173828125,-0.182644189919
0.031982421875,-0.215183222276
0.0322265625,-0.242569182622
0.032470703125,-0.260183354916
0.03271484375,-0.265928788376
0.032958984375,-0.261115900275
0.033203125,-0.250217070641
0.033447265625,-0.239474318313
0.03369140625,-0.23483706605
0.033935546875,-0.240003125788
0.0341796875,-0.25529092816
0.034423828125,-0.277711426944
0.03466796875,-0.302108481935
0.034912109375,-0.322833569005
0.03515625,-0.335297393171
0.035400390625,-0.336925448201
0.03564453125,-0.327395090101
0.035888671875,-0.308337081337
0.0361328125,-0.282800701387
0.036376953125,-0.254697740332
0.03662109375,-0.228258109274
0.036865234375,-0.207396819597
0.037109375,-0.194921478628
0.037353515625,-0.191696497505
0.03759765625,-0.196086357969
0.037841796875,-0.204048995848
0.0380859375,-0.210063323148
0.038330078125,-0.208724199848
0.03857421875,-0.196493580228
0.038818359375,-0.172939634204
0.0390625,-0.14093773211
0.039306640625,-0.10571529165
0.03955078125,-0.07310572717
0.039794921875,-0.047689652557
