scenario,hours,seed,policy,true_avoided_loss,paired_gain_vs_uniform,regret_vs_latent_oracle,lots_at_least_quarter_hour,underserved_hours,irreducible_floor
biased_underserved,20,1,estimated_waterfill,47.281017598430864,25.14134500370857,3.3374755301994625,14,0.0,13.776878735519983
biased_underserved,20,1,reserve_20,46.28311539858674,24.143442803864442,4.335377730043589,14,4.000000000000001,13.776878735519983
biased_underserved,20,1,latent_oracle,50.61849312863033,28.47882053390803,0.0,17,2.6277458063248242,13.776878735519983
biased_underserved,80,1,uniform,64.42613058181263,0.0,22.75923435487104,80,20.0,13.776878735519983
biased_underserved,80,1,estimated_waterfill,82.74995138419125,18.32382080237862,4.43541355249242,41,1.5413730006474533,13.776878735519983
biased_underserved,80,1,reserve_20,83.73709905050316,19.310968468690533,3.4482658861805078,58,16.000000000000004,13.776878735519983
biased_underserved,80,1,latent_oracle,87.18536493668367,22.75923435487104,0.0,47,13.66388719578928,13.776878735519983
blindspot_ignored,20,1,uniform,18.754316339370487,0.0,28.540331997545014,80,5.0,30.062622367726878
blindspot_ignored,20,1,estimated_waterfill,45.76622535303419,27.0119090136637,1.5284229838813133,17,2.627745806324825,30.062622367726878
blindspot_ignored,20,1,reserve_20,42.27118104504035,23.516864705669864,5.02346729187515,16,5.48089540907958,30.062622367726878
blindspot_ignored,20,1,latent_oracle,47.2946483369155,28.540331997545014,0.0,14,0.09717187410085575,30.062622367726878
blindspot_ignored,80,1,uniform,55.26172100899467,0.0,23.90063094372981,80,20.0,30.062622367726878
blindspot_ignored,80,1,estimated_waterfill,77.11491036951834,21.853189360523672,2.047441583206137,47,13.66388719578928,30.062622367726878
blindspot_ignored,80,1,reserve_20,74.62804445186315,19.366323442868477,4.534307500861331,56,20.638507702571307,30.062622367726878
blindspot_ignored,80,1,latent_oracle,79.16235195272448,23.90063094372981,0.0,42,2.2410798048370113,30.062622367726878
known,20,2,uniform,22.133909001018,0.0,20.842663548649856,80,5.0,13.660065211578043
known,20,2,estimated_waterfill,42.97657254966786,20.842663548649856,0.0,16,4.921221116983523,13.660065211578043
known,20,2,reserve_20,40.69918275683249,18.56527375581449,2.277389792835365,15,7.297526391976569,13.660065211578043
known,20,2,latent_oracle,42.97657254966786,20.842663548649856,0.0,16,4.921221116983523,13.660065211578043
known,80,2,uniform,64.97022555588605,0.0,18.834322852514546,80,20.0,13.660065211578043
known,80,2,estimated_waterfill,83.80454840840059,18.834322852514546,0.0,51,21.732700813569203,13.660065211578043
known,80,2,reserve_20,82.58302918421501,17.61280362832896,1.2215192241855846,57,26.367342204439026,13.660065211578043
known,80,2,latent_oracle,83.80454840840059,18.834322852514546,0.0,51,21.732700813569203,13.660065211578043
noise_05,20,2,uniform,22.133909001018,0.0,20.842663548649856,80,5.0,13.660065211578043
noise_05,20,2,estimated_waterfill,35.275442716790124,13.141533715772123,7.701129832877733,19,6.046249463741966,13.660065211578043
noise_05,20,2,reserve_20,33.38193884696958,11.248029845951582,9.594633702698275,14,8.73129950911198,13.660065211578043
